myear,fuel,transmission,km,body,Color,Engine Type,No of Cylinder,Length,Width,Height,Seats,Gear Box,Drive Type,Steering Type,owner_type,state,City,listed_price
2017,diesel,manual,30000.0,suv,red,tdci diesel engine,4.0,3999.0,1765.0,1708.0,5.0,5 speed,fwd,power,first,odisha,berhampur,650000.0
2014,diesel,manual,54000.0,hatchback,white,duratorq diesel engine,4.0,3795.0,1680.0,1427.0,5.0,5 speed,fwd,power,first,jammu & kashmir,jammu,220000.0
2015,diesel,manual,90000.0,suv,white,tdci diesel engine,4.0,3999.0,1765.0,1708.0,5.0,5 speed,fwd,power,first,rajasthan,hanumangarh,430000.0
2013,diesel,manual,54000.0,hatchback,other,duratorq diesel engine,4.0,3795.0,1680.0,1427.0,5.0,5 speed,fwd,power,first,maharashtra,nagpur,250000.0
2021,petrol,manual,40000.0,sedan,other,ti-vct petrol engine,3.0,3995.0,1704.0,1525.0,5.0,5 speed,fwd,power,first,telangana,warangal,600000.0
2019,diesel,manual,50000.0,hatchback,red,tdci diesel engine,4.0,3886.0,1695.0,1525.0,5.0,5 speed,fwd,power,first,maharashtra,gadchiroli,700000.0
2014,diesel,manual,63000.0,suv,white,tdci diesel engine,4.0,3999.0,1765.0,1708.0,5.0,5 speed,fwd,power,first,chhattisgarh,rajnandgaon,550000.0
2013,petrol,manual,70167.0,suv,silver,ecoboost petrol engine,3.0,3999.0,1765.0,1708.0,5.0,5 speed,fwd,power,second,delhi,new delhi,260000.0
2010,diesel,manual,110000.0,sedan,other,in-line engine,4.0,4282.0,1686.0,1468.0,5.0,5 speed,fwd,power,second,rajasthan,pali,160000.0
2013,diesel,manual,100000.0,hatchback,white,duratorq diesel engine,4.0,3795.0,1680.0,1427.0,5.0,5 speed,fwd,power,third,uttar pradesh,agra,185000.0
2012,diesel,manual,120000.0,hatchback,white,diesel engine,4.0,3795.0,1680.0,1427.0,5.0,5 speed,fwd,power,first,jammu & kashmir,srinagar,180000.0
2010,petrol,manual,70000.0,hatchback,other,petrol engine,4.0,3795.0,1680.0,1427.0,5.0,5 speed,fwd,power,third,madhya pradesh,indore,180000.0
2020,petrol,manual,70000.0,suv,other,ti-vct petrol engine,3.0,3998.0,1765.0,1647.0,5.0,5 speed,fwd,power,first,west bengal,kalyani,700000.0
2016,petrol,manual,100000.0,sedan,red,ti-vct petrol engine,4.0,3995.0,1695.0,1525.0,5.0,5 speed,fwd,power,first,maharashtra,kolhapur,450000.0
2013,diesel,manual,50000.0,suv,silver,tdci diesel engine,4.0,3999.0,1765.0,1708.0,5.0,5 speed,fwd,power,first,delhi,new delhi,310000.0
2018,petrol,manual,40000.0,hatchback,gray,1.2 litre petrol engine,3.0,3954.0,1737.0,1570.0,5.0,5 speed,fwd,power,first,kerala,ernakulam,530000.0
2016,petrol,manual,40000.0,sedan,orange,ti-vct petrol engine,4.0,3995.0,1695.0,1525.0,5.0,5 speed,fwd,power,first,jharkhand,dhanbad,400000.0
2013,diesel,manual,120000.0,sedan,white,tdci diesel engine,4.0,4291.0,1722.0,1496.0,5.0,5 speed,fwd,power,second,maharashtra,nashik,220000.0
2012,diesel,manual,97879.0,hatchback,diamond white,diesel engine,4.0,3795.0,1680.0,1427.0,5.0,5 speed,fwd,power,first,karnataka,bangalore,133263.0
2019,diesel,manual,25000.0,suv,white,tdci diesel engine,4.0,3998.0,1765.0,1647.0,5.0,5 speed,fwd,power,first,punjab,ludhiana,950000.0
2012,petrol,manual,60000.0,hatchback,other,petrol engine,4.0,3795.0,1680.0,1427.0,5.0,5 speed,fwd,power,first,tripura,west tripura,240000.0
2011,petrol,manual,90000.0,hatchback,black,petrol engine,4.0,3795.0,1680.0,1427.0,5.0,5 speed,fwd,power,second,madhya pradesh,kotma,150000.0
2017,petrol,manual,30000.0,hatchback,white,ti-vct petrol engine,4.0,3886.0,1695.0,1525.0,5.0,5 speed,fwd,power,first,chandigarh,chandigarh,350000.0
2007,petrol,manual,152000.0,sedan,other,in-line engine,4.0,4282.0,1686.0,1468.0,5.0,5 speed,fwd,power,second,tamil nadu,karur,190000.0
2010,diesel,manual,110000.0,hatchback,silver,diesel engine,4.0,3795.0,1680.0,1427.0,5.0,5 speed,fwd,power,second,karnataka,hospet,195000.0
2011,diesel,manual,160000.0,hatchback,white,diesel engine,4.0,3795.0,1680.0,1427.0,5.0,5 speed,fwd,power,third,karnataka,ramanagara,240000.0
2016,petrol,manual,51000.0,suv,silver,ti-vct petrol engine,3.0,3998.0,1765.0,1647.0,5.0,5 speed,fwd,power,second,sikkim,east sikkim,450000.0
2013,diesel,manual,70000.0,suv,silver,tdci diesel engine,4.0,3999.0,1765.0,1708.0,5.0,5 speed,fwd,power,fourth,rajasthan,kota,350000.0
2010,diesel,manual,90000.0,sedan,gray,in-line engine,4.0,4282.0,1686.0,1468.0,5.0,5 speed,fwd,power,third,gujarat,rajkot,151000.0
2018,petrol,automatic,40000.0,suv,red,ti-vct petrol engine,3.0,3998.0,1765.0,1647.0,5.0,6 speed,fwd,power,first,uttarakhand,haridwar,650000.0
2008,diesel,manual,102000.0,sedan,maroon,in-line engine,4.0,4140.0,1634.0,1379.0,5.0,5 speed,fwd,power,first,kerala,thrissur,105000.0
2012,diesel,manual,70000.0,hatchback,white,duratorq diesel engine,4.0,3795.0,1680.0,1427.0,5.0,5 speed,fwd,power,first,andhra pradesh,visakhapatnam,450000.0
2011,diesel,manual,120000.0,sedan,,in-line engine,4.0,4282.0,1686.0,1468.0,5.0,5 speed,2wd,power,third,gujarat,surendranagar,130000.0
2019,diesel,manual,40000.0,suv,white,tdci diesel engine,4.0,3998.0,1765.0,1647.0,5.0,5 speed,fwd,power,second,madhya pradesh,satna,700000.0
2016,diesel,automatic,110000.0,suv,red,diesel engine,4.0,4892.0,1860.0,1837.0,7.0,6 speed,fwd,power,second,uttar pradesh,budaun,1775000.0
2019,diesel,manual,70000.0,suv,black,tdci diesel engine,4.0,3998.0,1765.0,1647.0,5.0,5 speed,fwd,power,second,uttar pradesh,saharanpur (up),710000.0
2016,diesel,manual,100000.0,suv,,diesel engine,4.0,4892.0,1860.0,1837.0,7.0,6 speed,fwd,power,third,karnataka,shimoga,2100000.0
2012,diesel,manual,140000.0,hatchback,gray,duratorq diesel engine,4.0,3795.0,1680.0,1427.0,5.0,5 speed,fwd,power,fourth,madhya pradesh,balaghat,170000.0
2017,petrol,manual,90000.0,sedan,other,ti-vct petrol engine,4.0,3995.0,1695.0,1525.0,5.0,5 speed,fwd,power,first,maharashtra,nashik,350000.0
2019,petrol,manual,15580.0,hatchback,canyon-ridge,1.2 litre petrol engine,3.0,3954.0,1737.0,1570.0,5.0,5 speed,fwd,power,first,maharashtra,pune,450000.0
2010,petrol,manual,40000.0,hatchback,white,petrol engine,4.0,3795.0,1680.0,1427.0,5.0,5 speed,fwd,power,second,uttar pradesh,allahabad,150000.0
2019,diesel,manual,60000.0,hatchback,white,tdci diesel engine,4.0,3941.0,1704.0,1525.0,5.0,5 speed,fwd,power,first,kerala,kannur,599999.0
2012,diesel,manual,80000.0,hatchback,white,duratorq diesel engine,4.0,3795.0,1680.0,1427.0,5.0,5 speed,fwd,power,second,uttar pradesh,kanpur,145000.0
2019,diesel,manual,60000.0,suv,white,tdci diesel engine,4.0,3998.0,1765.0,1647.0,5.0,5 speed,fwd,power,first,chhattisgarh,raipur,700000.0
2019,petrol,manual,43000.0,suv,gray,ti-vct petrol engine,3.0,3998.0,1765.0,1647.0,5.0,5 speed,fwd,power,first,karnataka,bidar,700000.0
2012,diesel,automatic,110000.0,suv,white,tdci diesel engine,4.0,5060.0,1788.0,1826.0,7.0,5 speed,fwd,power,third,punjab,kharar,450000.0
2010,petrol,manual,89000.0,hatchback,silver,petrol engine,4.0,3795.0,1680.0,1427.0,5.0,5 speed,fwd,power,first,tamil nadu,chennai,190000.0
2011,diesel,manual,60000.0,hatchback,white,diesel engine,4.0,3795.0,1680.0,1427.0,5.0,5 speed,fwd,power,first,jammu & kashmir,udhampur,160000.0
2013,petrol,automatic,70000.0,suv,brown,ti-vct petrol engine,4.0,3999.0,1765.0,1708.0,5.0,6 speed,fwd,power,first,assam,jorhat,430000.0
2017,petrol,manual,45907.0,sedan,white,ti-vct petrol engine,3.0,3995.0,1704.0,1525.0,5.0,5 speed,fwd,power,first,uttar pradesh,allahabad,425000.0
2015,petrol,manual,90000.0,suv,other,ti-vct petrol engine,4.0,3999.0,1765.0,1708.0,5.0,5 speed,fwd,power,third,maharashtra,nagpur,279510.0
2017,petrol,automatic,107735.0,suv,white,ti-vct petrol engine,4.0,3999.0,1765.0,1708.0,5.0,6 speed,fwd,power,first,maharashtra,mumbai,700000.0
2017,diesel,manual,120000.0,suv,other,tdci diesel engine,4.0,3999.0,1765.0,1708.0,5.0,5 speed,fwd,power,first,rajasthan,bhiwadi,450000.0
2019,diesel,manual,120000.0,sedan,silver,tdci diesel engine,4.0,3995.0,1704.0,1525.0,5.0,5 speed,fwd,power,first,madhya pradesh,gwalior,400000.0
2011,diesel,manual,120000.0,hatchback,white,diesel engine,4.0,3795.0,1680.0,1427.0,5.0,5 speed,fwd,power,second,haryana,karnal,130000.0
2017,diesel,manual,60000.0,hatchback,white,tdci diesel engine,4.0,3886.0,1695.0,1525.0,5.0,5 speed,fwd,power,first,madhya pradesh,neemuch,550000.0
2019,diesel,manual,60000.0,suv,white,tdci diesel engine,4.0,3998.0,1765.0,1647.0,5.0,5 speed,fwd,power,second,madhya pradesh,indore,755000.0
2018,diesel,manual,70000.0,hatchback,gray,tdci diesel engine,4.0,3886.0,1695.0,1525.0,5.0,5 speed,fwd,power,second,uttar pradesh,agra,400000.0
2011,diesel,manual,100000.0,hatchback,white,diesel engine,4.0,3795.0,1680.0,1427.0,5.0,5 speed,fwd,power,second,madhya pradesh,gwalior,160000.0
2016,diesel,automatic,80000.0,suv,white,diesel engine,4.0,4892.0,1860.0,1837.0,7.0,6 speed,fwd,power,first,jharkhand,jamshedpur,1500000.0
2013,diesel,manual,107000.0,hatchback,silver,duratorq diesel engine,4.0,3795.0,1680.0,1427.0,5.0,5 speed,fwd,power,first,gujarat,valsad,175000.0
2019,diesel,manual,70000.0,suv,other,tdci diesel engine,4.0,3998.0,1765.0,1647.0,5.0,5 speed,fwd,power,first,chhattisgarh,raipur,790000.0
2012,diesel,automatic,100000.0,suv,white,tdci diesel engine,4.0,5060.0,1788.0,1826.0,7.0,5 speed,fwd,power,second,maharashtra,pune,500000.0
2010,diesel,manual,200000.0,sedan,white,in-line engine,4.0,4140.0,1634.0,1379.0,5.0,5 speed,fwd,power,fourth,maharashtra,nagpur,105000.0
2009,petrol,manual,120000.0,sedan,white,in-line engine,4.0,4140.0,1634.0,1379.0,5.0,5 speed,fwd,power,fourth,tamil nadu,chennai,105000.0
2016,diesel,manual,111111.0,suv,white,tdci diesel engine,4.0,3999.0,1765.0,1708.0,5.0,5 speed,fwd,power,third,haryana,gurgaon,250000.0
2010,petrol,manual,50000.0,hatchback,sky grey,petrol engine,4.0,3795.0,1680.0,1427.0,5.0,5 speed,fwd,power,third,maharashtra,pune,117000.0
2012,diesel,manual,90000.0,hatchback,white,duratorq diesel engine,4.0,3795.0,1680.0,1427.0,5.0,5 speed,fwd,power,first,punjab,ludhiana,199999.0
2010,diesel,manual,130000.0,hatchback,silver,diesel engine,4.0,3795.0,1680.0,1427.0,5.0,5 speed,fwd,power,first,punjab,tarn taran,150000.0
2017,diesel,manual,70000.0,suv,white,tdci diesel engine,4.0,3998.0,1765.0,1647.0,5.0,5 speed,fwd,power,first,gujarat,rajkot,550000.0
2014,petrol,manual,180000.0,suv,black,ti-vct petrol engine,4.0,3999.0,1765.0,1708.0,5.0,5 speed,fwd,power,first,rajasthan,udaipur,340000.0
2018,diesel,automatic,47000.0,suv,red,diesel engine,4.0,4892.0,1860.0,1837.0,7.0,6 speed,4wd,power,first,maharashtra,mumbai,3150000.0
2014,diesel,manual,90000.0,suv,white,tdci diesel engine,4.0,3999.0,1765.0,1708.0,5.0,5 speed,fwd,power,second,odisha,bhubaneswar,400000.0
2009,petrol,manual,70000.0,sedan,white,,4.0,,,,5.0,,,power,second,madhya pradesh,bhopal,250000.0
2012,diesel,manual,98000.0,sedan,silver,duratorq,4.0,4282.0,1686.0,1468.0,5.0,5 speed,2wd,power,second,maharashtra,nashik,240000.0
2019,petrol,manual,20000.0,hatchback,other,1.2 litre petrol engine,3.0,3954.0,1737.0,1570.0,5.0,5 speed,fwd,power,first,delhi,new delhi,585000.0
2009,petrol,manual,90000.0,sedan,other,,4.0,,,,5.0,,,power,first,maharashtra,nagpur,145000.0
2013,diesel,manual,60000.0,hatchback,white,duratorq diesel engine,4.0,3795.0,1680.0,1427.0,5.0,5 speed,fwd,power,first,maharashtra,pune,315000.0
2019,diesel,manual,70000.0,hatchback,white,1.5 litre diesel engine,4.0,3954.0,1737.0,1570.0,5.0,5 speed,fwd,power,first,uttar pradesh,allahabad,580000.0
2013,diesel,manual,80000.0,hatchback,silver,duratorq diesel engine,4.0,3795.0,1680.0,1427.0,5.0,5 speed,fwd,power,second,uttar pradesh,meerut,121000.0
2017,diesel,manual,20000.0,sedan,white,tdci diesel engine,4.0,3995.0,1695.0,1525.0,5.0,5 speed,fwd,power,first,maharashtra,nagpur,550000.0
2016,diesel,manual,90000.0,sedan,silver,tdci diesel engine,4.0,3995.0,1695.0,1525.0,5.0,5 speed,fwd,power,first,maharashtra,thane,475000.0
2017,petrol,manual,20000.0,suv,white,ecoboost petrol engine,3.0,3999.0,1765.0,1708.0,5.0,5 speed,fwd,power,third,gujarat,gandhidham,550000.0
2013,diesel,manual,100000.0,hatchback,white,duratorq diesel engine,4.0,3795.0,1680.0,1427.0,5.0,5 speed,fwd,power,second,maharashtra,pune,245000.0
2019,petrol,manual,35000.0,suv,other,ti-vct petrol engine,3.0,3998.0,1765.0,1647.0,5.0,5 speed,fwd,power,second,chandigarh,chandigarh,850000.0
2019,petrol,automatic,44000.0,suv,white,ti-vct petrol engine,3.0,3998.0,1765.0,1647.0,5.0,6 speed,fwd,power,second,maharashtra,mumbai,850000.0
2019,petrol,manual,5000.0,hatchback,gray,1.2 litre petrol engine,3.0,3954.0,1737.0,1570.0,5.0,5 speed,fwd,power,first,west bengal,murshidabad,590000.0
2011,diesel,manual,80000.0,hatchback,green,diesel engine,4.0,3795.0,1680.0,1427.0,5.0,5 speed,fwd,power,first,andhra pradesh,ongole,230000.0
2010,diesel,manual,90000.0,sedan,black,in-line engine,4.0,4282.0,1686.0,1468.0,5.0,5 speed,fwd,power,first,uttar pradesh,agra,200000.0
2015,petrol,manual,70000.0,suv,white,ti-vct petrol engine,4.0,3999.0,1765.0,1708.0,5.0,5 speed,fwd,power,first,maharashtra,bhayandar,525000.0
2016,diesel,manual,120000.0,suv,other,tdci diesel engine,4.0,3999.0,1765.0,1708.0,5.0,5 speed,fwd,power,first,telangana,hyderabad,500000.0
2013,diesel,manual,110000.0,hatchback,gray,duratorq diesel engine,4.0,3795.0,1680.0,1427.0,5.0,5 speed,fwd,power,second,delhi,new delhi,120000.0
2015,petrol,manual,62000.0,hatchback,white,duratec petrol engine,4.0,3795.0,1680.0,1427.0,5.0,5 speed,fwd,power,second,uttar pradesh,sahibabad,325000.0
2007,diesel,manual,50000.0,sedan,white,in-line engine,4.0,4282.0,1686.0,1468.0,5.0,5 speed,fwd,power,second,punjab,jalandhar,110000.0
2015,petrol,manual,60000.0,hatchback,white,duratec petrol engine,4.0,3795.0,1680.0,1427.0,5.0,5 speed,fwd,power,second,uttar pradesh,sahibabad,325000.0
2017,diesel,manual,50000.0,hatchback,red,tdci diesel engine,4.0,3886.0,1695.0,1525.0,5.0,5 speed,fwd,power,third,karnataka,hospet,600000.0
2019,diesel,manual,80000.0,suv,white,tdci diesel engine,4.0,3999.0,1765.0,1708.0,5.0,5 speed,fwd,power,first,maharashtra,nashik,951000.0
2016,petrol,manual,100000.0,suv,silver,ti-vct petrol engine,3.0,3998.0,1765.0,1647.0,5.0,5 speed,fwd,power,first,uttar pradesh,agra,600000.0
2017,petrol,manual,80000.0,hatchback,red,ti-vct petrol engine,4.0,3886.0,1695.0,1525.0,5.0,5 speed,fwd,power,first,madhya pradesh,bhopal,420000.0
2009,diesel,manual,170000.0,suv,other,tdci diesel engine,4.0,5060.0,1788.0,1826.0,7.0,5 speed,fwd,power,second,rajasthan,udaipur,250000.0
2008,diesel,manual,217686.0,sedan,other,in-line engine,4.0,4140.0,1634.0,1379.0,5.0,5 speed,fwd,power,second,maharashtra,nashik,100000.0
2009,petrol,manual,106206.0,sedan,diamond white,in-line engine,4.0,4282.0,1686.0,1468.0,5.0,5 speed,fwd,power,second,maharashtra,pune,90000.0
2018,diesel,manual,145000.0,suv,silver,tdci diesel engine,4.0,3998.0,1765.0,1647.0,5.0,5 speed,fwd,power,first,maharashtra,nagpur,650000.0
2012,petrol,manual,40000.0,hatchback,grey,petrol engine,4.0,3795.0,1680.0,1427.0,5.0,5 speed,fwd,power,first,bihar,begusarai,200000.0
2017,diesel,manual,70000.0,suv,silver,tdci diesel engine,4.0,3998.0,1765.0,1647.0,5.0,5 speed,fwd,power,second,delhi,new delhi,550000.0
2008,petrol,manual,90000.0,sedan,white,in-line engine,4.0,4282.0,1686.0,1468.0,5.0,5 speed,fwd,power,second,odisha,bhubaneswar,150000.0
2018,diesel,automatic,41000.0,suv,white,diesel engine,4.0,4892.0,1860.0,1837.0,7.0,6 speed,fwd,power,first,delhi,new delhi,2950000.0
2008,petrol,manual,60000.0,sedan,silver,in-line engine,4.0,4282.0,1686.0,1468.0,5.0,5 speed,fwd,power,first,odisha,bhubaneswar,100000.0
2012,diesel,manual,90000.0,hatchback,white,duratorq diesel engine,4.0,3795.0,1680.0,1427.0,5.0,5 speed,fwd,power,second,maharashtra,nagpur,220000.0
2016,petrol,manual,80000.0,hatchback,grey,ti-vct petrol engine,4.0,3886.0,1695.0,1525.0,5.0,5 speed,fwd,power,second,andhra pradesh,nellore,384000.0
2013,diesel,manual,40000.0,suv,white,tdci diesel engine,4.0,3999.0,1765.0,1708.0,5.0,5 speed,fwd,power,first,karnataka,belgaum,600000.0
2010,diesel,manual,80000.0,hatchback,gray,diesel engine,4.0,3795.0,1680.0,1427.0,5.0,5 speed,fwd,power,third,tamil nadu,chennai,160000.0
2017,diesel,manual,120000.0,suv,black,tdci diesel engine,4.0,3998.0,1765.0,1647.0,5.0,5 speed,fwd,power,first,uttar pradesh,kanpur,600000.0
2016,diesel,automatic,110000.0,suv,gray,diesel engine,5.0,4892.0,1860.0,1837.0,7.0,6 speed,4wd,power,first,haryana,panipat,1850000.0
2011,diesel,manual,120000.0,hatchback,green,diesel engine,4.0,3795.0,1680.0,1427.0,5.0,5 speed,fwd,power,first,tamil nadu,tirunelveli,170000.0
2006,petrol,manual,160000.0,sedan,silver,in-line engine,4.0,4282.0,1686.0,1468.0,5.0,5 speed,fwd,power,third,gujarat,rajkot,100027.0
2012,diesel,manual,62000.0,sedan,white,in-line engine,4.0,4282.0,1686.0,1468.0,5.0,5 speed,2wd,power,second,tamil nadu,coimbatore,225000.0
2007,diesel,manual,192000.0,sedan,blue,in-line engine,4.0,4282.0,1686.0,1468.0,5.0,5 speed,fwd,power,third,tamil nadu,cuddalore,75000.0
2012,diesel,automatic,90000.0,suv,gray,,4.0,,,,,,,,fourth,gujarat,ahmedabad,352000.0
2018,diesel,manual,60000.0,suv,red,tdci diesel engine,4.0,3998.0,1765.0,1647.0,5.0,5 speed,fwd,power,first,haryana,gurgaon,700000.0
2016,diesel,manual,50000.0,suv,white,diesel engine,4.0,4892.0,1860.0,1837.0,7.0,6 speed,4wd,power,first,delhi,new delhi,2508000.0
2013,diesel,manual,120000.0,hatchback,white,duratorq diesel engine,4.0,3795.0,1680.0,1427.0,5.0,5 speed,fwd,power,first,uttar pradesh,chandausi,225000.0
2013,diesel,manual,120000.0,hatchback,white,duratorq diesel engine,4.0,3795.0,1680.0,1427.0,5.0,5 speed,fwd,power,first,uttar pradesh,chandausi,250000.0
2011,petrol,manual,80000.0,hatchback,white,petrol engine,4.0,3795.0,1680.0,1427.0,5.0,5 speed,fwd,power,second,andhra pradesh,rajahmundry,250000.0
2018,petrol,manual,20000.0,hatchback,white,1.2 litre petrol engine,3.0,3954.0,1737.0,1570.0,5.0,5 speed,fwd,power,first,gujarat,ahmedabad,600000.0
2009,diesel,manual,170000.0,sedan,white,in-line engine,4.0,4282.0,1686.0,1468.0,5.0,5 speed,fwd,power,fourth,karnataka,hubli,200000.0
2008,petrol,manual,50000.0,sedan,silver,in-line engine,4.0,4282.0,1686.0,1468.0,5.0,5 speed,fwd,power,second,chandigarh,chandigarh,130000.0
2006,petrol,manual,56000.0,sedan,black,in-line engine,4.0,4282.0,1686.0,1468.0,5.0,5 speed,fwd,power,third,karnataka,mangalore,150000.0
2017,diesel,manual,68000.0,hatchback,,tdci diesel engine,4.0,3886.0,1695.0,1525.0,5.0,5 speed,fwd,power,first,tamil nadu,thanjavur,550000.0
2015,diesel,manual,100000.0,suv,silver,tdci diesel engine,4.0,3999.0,1765.0,1708.0,5.0,5 speed,fwd,power,second,uttar pradesh,varanasi,450000.0
2010,diesel,manual,90000.0,hatchback,white,diesel engine,4.0,3795.0,1680.0,1427.0,5.0,5 speed,fwd,power,third,uttarakhand,haridwar,140000.0
2014,diesel,manual,50000.0,hatchback,white,duratorq diesel engine,4.0,3795.0,1680.0,1427.0,5.0,5 speed,fwd,power,second,bihar,purnia,350000.0
2016,petrol,manual,47000.0,suv,brown,ti-vct petrol engine,4.0,3999.0,1765.0,1708.0,5.0,5 speed,fwd,power,first,madhya pradesh,indore,575000.0
2010,diesel,automatic,70000.0,suv,white,tdci diesel engine,4.0,5060.0,1788.0,1826.0,7.0,5 speed,fwd,power,fourth,west bengal,siliguri,450000.0
2011,diesel,manual,157000.0,sedan,white,in-line engine,4.0,4282.0,1686.0,1468.0,5.0,5 speed,2wd,power,second,tamil nadu,ramanathapuram,270000.0
2018,petrol,manual,90000.0,hatchback,golden white,1.2 litre petrol engine,3.0,3954.0,1737.0,1570.0,5.0,5 speed,fwd,power,first,chhattisgarh,koriya,400000.0
2013,diesel,manual,110000.0,hatchback,white,duratorq diesel engine,4.0,3795.0,1680.0,1427.0,5.0,5 speed,fwd,power,first,punjab,zirakpur,160000.0
2010,diesel,manual,100000.0,hatchback,red,diesel engine,4.0,3795.0,1680.0,1427.0,5.0,5 speed,fwd,power,second,telangana,siddipet,175000.0
2014,petrol,automatic,50000.0,suv,silver,ti-vct petrol engine,4.0,3999.0,1765.0,1708.0,5.0,6 speed,fwd,power,second,maharashtra,kalyan,450000.0
2019,diesel,manual,15000.0,suv,white,tdci diesel engine,4.0,3998.0,1765.0,1647.0,5.0,5 speed,fwd,power,first,west bengal,howrah,650000.0
2014,diesel,manual,120000.0,suv,red,tdci diesel engine,4.0,3999.0,1765.0,1708.0,5.0,5 speed,fwd,power,second,haryana,hisar,350000.0
2016,diesel,manual,83000.0,suv,white,tdci diesel engine,4.0,3999.0,1765.0,1708.0,5.0,5 speed,fwd,power,first,bihar,madhubani,600000.0
2014,diesel,manual,80000.0,hatchback,gray,duratorq diesel engine,4.0,3795.0,1680.0,1427.0,5.0,5 speed,fwd,power,second,uttar pradesh,lakhimpur kheri,170000.0
2011,diesel,manual,70000.0,hatchback,black,diesel engine,4.0,3795.0,1680.0,1427.0,5.0,5 speed,fwd,power,first,tamil nadu,tirunelveli,220000.0
2014,diesel,manual,70000.0,suv,silver,tdci diesel engine,4.0,3999.0,1765.0,1708.0,5.0,5 speed,fwd,power,first,maharashtra,khamgaon,550000.0
2007,diesel,manual,100000.0,sedan,silver,in-line engine,4.0,4282.0,1686.0,1468.0,5.0,5 speed,fwd,power,fifth,karnataka,shimoga,140000.0
2010,petrol,manual,150000.0,sedan,white,in-line engine,4.0,4282.0,1686.0,1468.0,5.0,5 speed,fwd,power,third,rajasthan,jodhpur,180000.0
2013,petrol,manual,90000.0,hatchback,white,duratec petrol engine,4.0,3795.0,1680.0,1427.0,5.0,5 speed,fwd,power,first,punjab,mohali,250000.0
2019,petrol,manual,25000.0,sedan,black,ti-vct petrol engine,3.0,3995.0,1704.0,1525.0,5.0,5 speed,fwd,power,third,haryana,rohtak,525000.0
2018,diesel,manual,50000.0,hatchback,other,1.5 litre diesel engine,4.0,3954.0,1737.0,1570.0,5.0,5 speed,fwd,power,first,madhya pradesh,sagar,600000.0
2018,diesel,manual,60000.0,hatchback,white,1.5 litre diesel engine,4.0,3954.0,1737.0,1570.0,5.0,5 speed,fwd,power,first,punjab,hoshiarpur,550000.0
2017,petrol,manual,60000.0,suv,other,ti-vct petrol engine,3.0,3998.0,1765.0,1647.0,5.0,5 speed,fwd,power,first,uttar pradesh,agra,520000.0
